"A_2022-06-29T00:00","A","2022-06-29 00:00:00","117.19","118.54","116.24","117.90","906648"
"A_2022-06-30T00:00","A","2022-06-30 00:00:00","116.00","119.95","116.00","118.77","1611981"
"A_2022-07-01T00:00","A","2022-07-01 00:00:00","118.79","119.76","116.70","119.21","1119770"
"A_2022-07-05T00:00","A","2022-07-05 00:00:00","117.75","120.68","116.49","120.56","1484902"
"A_2022-07-06T00:00","A","2022-07-06 00:00:00","120.80","122.34","120.56","121.18","1642289"
"A_2022-07-07T00:00","A","2022-07-07 00:00:00","120.99","123.22","120.62","123.15","1221228"
"A_2022-07-08T00:00","A","2022-07-08 00:00:00","120.96","123.21","120.96","122.51","1267400"
"A_2022-07-11T00:00","A","2022-07-11 00:00:00","121.61","123.46","121.01","123.12","1304407"
"A_2022-07-12T00:00","A","2022-07-12 00:00:00","122.43","123.41","118.75","119.24","1196763"
"A_2022-07-13T00:00","A","2022-07-13 00:00:00","117.41","119.70","116.86","118.65","1378011"
"A_2022-07-14T00:00","A","2022-07-14 00:00:00","117.10","117.73","113.02","115.88","1347360"
"A_2022-07-15T00:00","A","2022-07-15 00:00:00","117.78","118.88","116.00","118.83","969438"
"A_2022-07-18T00:00","A","2022-07-18 00:00:00","118.95","119.39","114.46","115.11","1178166"
"A_2022-07-19T00:00","A","2022-07-19 00:00:00","116.99","119.34","116.37","119.06","1296959"
"A_2022-07-20T00:00","A","2022-07-20 00:00:00","119.93","121.21","119.25","119.86","1316597"
"A_2022-07-21T00:00","A","2022-07-21 00:00:00","122.12","127.34","122.12","127.19","1682559"
"A_2022-07-22T00:00","A","2022-07-22 00:00:00","127.41","128.54","124.31","125.04","1079466"
"A_2022-07-25T00:00","A","2022-07-25 00:00:00","125.05","125.41","123.19","124.26","1044007"
"A_2022-07-26T00:00","A","2022-07-26 00:00:00","124.66","125.63","123.37","125.17","1259957"
"A_2022-07-27T00:00","A","2022-07-27 00:00:00","125.04","128.33","124.71","127.71","1395945"
"A_2022-07-28T00:00","A","2022-07-28 00:00:00","128.17","131.83","126.78","131.11","1861392"
"A_2022-07-29T00:00","A","2022-07-29 00:00:00","131.27","134.50","130.90","134.10","2214917"
"A_2022-08-01T00:00","A","2022-08-01 00:00:00","133.51","135.23","133.26","133.43","1081837"
"A_2022-08-02T00:00","A","2022-08-02 00:00:00","132.41","134.68","131.09","131.28","1398687"
"A_2022-08-03T00:00","A","2022-08-03 00:00:00","133.45","135.26","133.02","134.56","2113206"
"A_2022-08-04T00:00","A","2022-08-04 00:00:00","134.69","135.00","132.74","133.77","895554"
"A_2022-08-05T00:00","A","2022-08-05 00:00:00","132.27","133.84","131.75","133.61","675823"
"A_2022-08-08T00:00","A","2022-08-08 00:00:00","134.20","134.42","132.14","132.52","1257078"
"A_2022-08-09T00:00","A","2022-08-09 00:00:00","132.50","132.50","128.02","128.88","894724"
"A_2022-08-10T00:00","A","2022-08-10 00:00:00","131.37","132.77","130.15","132.58","1022142"
"A_2022-08-11T00:00","A","2022-08-11 00:00:00","132.91","135.13","131.59","131.95","1162499"
"A_2022-08-12T00:00","A","2022-08-12 00:00:00","132.26","133.63","131.43","133.55","865778"
"A_2022-08-15T00:00","A","2022-08-15 00:00:00","133.28","134.62","132.67","133.90","1291166"
"A_2022-08-16T00:00","A","2022-08-16 00:00:00","132.89","133.42","131.66","132.77","1809979"
"A_2022-08-17T00:00","A","2022-08-17 00:00:00","148.84","149.00","140.03","142.29","4110100"
"A_2022-08-18T00:00","A","2022-08-18 00:00:00","141.88","141.96","138.76","139.97","1740337"
"A_2022-08-19T00:00","A","2022-08-19 00:00:00","139.35","139.73","137.26","137.62","1477480"
"A_2022-08-22T00:00","A","2022-08-22 00:00:00","135.30","136.03","133.56","133.94","1250729"
"A_2022-08-23T00:00","A","2022-08-23 00:00:00","133.11","134.11","132.04","132.64","1188279"
"A_2022-08-24T00:00","A","2022-08-24 00:00:00","133.02","134.54","132.65","133.67","1020493"
"A_2022-08-25T00:00","A","2022-08-25 00:00:00","135.30","136.08","133.99","136.01","969054"
"A_2022-08-26T00:00","A","2022-08-26 00:00:00","136.00","136.05","129.78","129.87","1252797"
"A_2022-08-29T00:00","A","2022-08-29 00:00:00","128.43","129.35","127.18","128.11","867312"
"A_2022-08-30T00:00","A","2022-08-30 00:00:00","128.51","129.02","127.16","128.28","1772371"
"A_2022-08-31T00:00","A","2022-08-31 00:00:00","129.38","130.23","128.00","128.25","1890926"
"A_2022-09-01T00:00","A","2022-09-01 00:00:00","127.63","129.11","126.21","128.93","1282033"
"A_2022-09-02T00:00","A","2022-09-02 00:00:00","129.79","130.27","127.12","128.01","1695916"
"A_2022-09-06T00:00","A","2022-09-06 00:00:00","129.38","130.57","127.72","129.30","1533527"
"A_2022-09-07T00:00","A","2022-09-07 00:00:00","128.97","131.83","128.61","131.43","1254602"
"A_2022-09-08T00:00","A","2022-09-08 00:00:00","130.93","135.27","130.71","135.19","1355167"
"A_2022-09-09T00:00","A","2022-09-09 00:00:00","135.98","137.92","135.43","137.63","2425230"
"A_2022-09-12T00:00","A","2022-09-12 00:00:00","137.53","140.00","137.23","139.87","1851144"
"A_2022-09-13T00:00","A","2022-09-13 00:00:00","136.32","137.41","133.44","133.54","1586967"
"A_2022-09-14T00:00","A","2022-09-14 00:00:00","133.80","135.36","132.10","133.25","1577007"
"A_2022-09-15T00:00","A","2022-09-15 00:00:00","133.81","135.51","132.66","133.16","1446479"
"A_2022-09-16T00:00","A","2022-09-16 00:00:00","132.12","132.13","128.28","129.89","2300604"
"A_2022-09-19T00:00","A","2022-09-19 00:00:00","128.79","130.79","128.36","130.72","1059566"
"A_2022-09-20T00:00","A","2022-09-20 00:00:00","129.10","129.61","126.82","128.14","1274706"
"A_2022-09-21T00:00","A","2022-09-21 00:00:00","128.73","130.58","126.33","126.48","1105658"
"A_2022-09-22T00:00","A","2022-09-22 00:00:00","125.55","126.04","123.76","124.39","1374943"
"A_2022-09-23T00:00","A","2022-09-23 00:00:00","123.73","124.43","121.44","123.48","1481866"
"A_2022-09-26T00:00","A","2022-09-26 00:00:00","123.18","124.25","121.63","122.31","1733060"
"A_2022-09-27T00:00","A","2022-09-27 00:00:00","123.87","124.07","120.60","121.61","1040450"
"A_2022-09-28T00:00","A","2022-09-28 00:00:00","122.77","124.43","121.60","123.72","1361213"
"A_2022-09-29T00:00","A","2022-09-29 00:00:00","122.81","124.24","122.28","122.74","1312774"
"A_2022-09-30T00:00","A","2022-09-30 00:00:00","123.02","125.13","121.38","121.55","1624289"
"A_2022-10-03T00:00","A","2022-10-03 00:00:00","122.73","127.30","121.68","126.38","1343211"
"A_2022-10-04T00:00","A","2022-10-04 00:00:00","128.79","131.56","128.58","131.41","1647799"
"A_2022-10-05T00:00","A","2022-10-05 00:00:00","129.99","133.53","129.50","132.64","1567683"
"A_2022-10-06T00:00","A","2022-10-06 00:00:00","132.30","133.82","131.60","132.18","1218384"
"A_2022-10-07T00:00","A","2022-10-07 00:00:00","130.45","130.93","126.96","127.44","1154691"
"A_2022-10-10T00:00","A","2022-10-10 00:00:00","128.05","128.05","124.31","125.95","1246005"
"A_2022-10-11T00:00","A","2022-10-11 00:00:00","125.00","127.89","124.16","125.64","1985348"
"A_2022-10-12T00:00","A","2022-10-12 00:00:00","126.20","127.10","125.27","125.69","1069633"
"A_2022-10-13T00:00","A","2022-10-13 00:00:00","123.00","128.83","122.35","127.90","1553552"
"A_2022-10-14T00:00","A","2022-10-14 00:00:00","129.00","130.22","125.47","125.70","1217213"
"A_2022-10-17T00:00","A","2022-10-17 00:00:00","127.38","131.09","127.38","130.56","1197928"
"A_2022-10-18T00:00","A","2022-10-18 00:00:00","133.92","134.68","131.20","132.30","1038147"
"A_2022-10-19T00:00","A","2022-10-19 00:00:00","130.11","130.27","127.24","128.96","1033987"
"A_2022-10-20T00:00","A","2022-10-20 00:00:00","127.83","129.74","125.61","125.94","1897350"
"A_2022-10-21T00:00","A","2022-10-21 00:00:00","126.37","130.13","124.82","129.88","1067047"
"A_2022-10-24T00:00","A","2022-10-24 00:00:00","131.13","133.13","129.81","132.30","1045328"
"A_2022-10-25T00:00","A","2022-10-25 00:00:00","132.30","135.10","132.30","134.50","1205999"
"A_2022-10-26T00:00","A","2022-10-26 00:00:00","134.43","139.31","134.00","137.69","1381919"
"A_2022-10-27T00:00","A","2022-10-27 00:00:00","137.26","137.99","135.33","136.49","930704"
"A_2022-10-28T00:00","A","2022-10-28 00:00:00","136.38","139.12","135.02","138.77","901955"
"A_2022-10-31T00:00","A","2022-10-31 00:00:00","137.69","138.93","137.35","138.35","1307634"
"A_2022-11-01T00:00","A","2022-11-01 00:00:00","139.50","141.35","138.06","140.89","1182851"
"A_2022-11-02T00:00","A","2022-11-02 00:00:00","140.61","140.94","135.21","135.27","1806134"
"A_2022-11-03T00:00","A","2022-11-03 00:00:00","133.77","135.87","130.66","134.46","1199461"
"A_2022-11-04T00:00","A","2022-11-04 00:00:00","135.65","137.01","133.11","136.08","1272088"
"A_2022-11-07T00:00","A","2022-11-07 00:00:00","136.85","138.08","135.56","138.03","1213652"
"A_2022-11-08T00:00","A","2022-11-08 00:00:00","138.50","140.69","136.60","138.75","1028120"
"A_2022-11-09T00:00","A","2022-11-09 00:00:00","138.31","139.42","136.66","137.00","971246"
